lead_id,created_at,country,timezone_utc_offset,segment,channel,company_size_band,estimated_team_size,buyer_role,expected_mrr_usd,business_hours_start_local,business_hours_end_local
L101251,2026-05-02,COL,-5,SMB,Organic,51-200,172,Finance Lead,522.0,8,18
L101252,2026-02-16,COL,-5,SMB,Marketplace,Solo,1,Finance Lead,32.7,8,18
L101253,2026-02-13,MEX,-6,SMB,Marketplace,11-50,25,Operations,128.11,8,18
L101254,2026-03-17,MEX,-6,AccountantFirm,Organic,2-10,6,Partner,221.71,9,18
L101255,2026-06-04,COL,-5,SMB,Paid Search,2-10,4,Operations,61.33,8,18
L101256,2026-04-05,COL,-5,SMB,Marketplace,2-10,5,Owner,70.38,8,18
L101257,2026-03-04,COL,-5,AccountantFirm,Outbound,2-10,10,Partner,167.19,9,18
L101258,2026-05-22,COL,-5,SMB,Referral,11-50,25,Owner,191.88,8,18
L101259,2026-06-04,COL,-5,AccountantFirm,Organic,2-10,3,Senior Accountant,187.74,9,18
L101260,2026-06-13,CRI,-6,AccountantFirm,Referral,11-50,34,Partner,297.62,9,18
L101261,2026-02-24,MEX,-6,AccountantFirm,Partner Program,11-50,29,Firm Owner,599.68,9,18
L101262,2026-05-09,MEX,-6,SMB,Organic,2-10,9,Owner,81.99,8,18
L101263,2026-04-17,DOM,-4,SMB,Outbound,11-50,12,Owner,123.75,8,18
L101264,2026-03-23,MEX,-6,SMB,Outbound,11-50,47,Owner,156.67,8,18
L101265,2026-03-13,COL,-5,SMB,Paid Search,Solo,1,Owner,28.48,8,18
L101266,2026-01-21,COL,-5,SMB,Marketplace,Solo,1,Finance Lead,47.35,8,18
L101267,2026-02-19,COL,-5,AccountantFirm,Webinar,11-50,39,Firm Owner,232.34,9,18
L101268,2026-04-10,MEX,-6,SMB,Marketplace,2-10,9,Owner,101.18,8,18
L101269,2026-06-10,MEX,-6,SMB,Webinar,11-50,27,Owner,289.93,8,18
L101270,2026-06-06,MEX,-6,SMB,Referral,2-10,6,Owner,80.48,8,18
L101271,2026-02-03,MEX,-6,SMB,Paid Search,2-10,5,Owner,61.02,8,18
L101272,2026-05-03,PER,-5,SMB,Marketplace,2-10,9,Owner,60.28,8,18
L101273,2026-01-16,COL,-5,SMB,Webinar,2-10,2,Finance Lead,63.73,8,18
L101274,2026-05-03,MEX,-6,AccountantFirm,Referral,51-200,130,Partner,698.65,9,18
L101275,2026-03-03,MEX,-6,SMB,Paid Search,2-10,4,Finance Lead,88.25,8,18
L101276,2026-03-23,DOM,-4,SMB,Referral,Solo,1,Finance Lead,27.93,8,18
L101277,2026-05-10,DOM,-4,SMB,Paid Search,11-50,36,Finance Lead,106.72,8,18
L101278,2026-03-18,DOM,-4,SMB,Paid Search,11-50,49,Owner,174.94,8,18
L101279,2026-05-27,COL,-5,AccountantFirm,Partner Program,Solo,1,Firm Owner,129.39,9,18
L101280,2026-04-07,MEX,-6,AccountantFirm,Referral,Solo,1,Firm Owner,75.71,9,18
L101281,2026-06-30,CRI,-6,SMB,Webinar,2-10,8,Owner,81.12,8,18
L101282,2026-04-26,MEX,-6,AccountantFirm,Paid Search,2-10,2,Partner,234.21,9,18
L101283,2026-02-23,PER,-5,SMB,Referral,2-10,5,Finance Lead,65.57,8,18
L101284,2026-05-21,MEX,-6,SMB,Paid Search,Solo,1,Operations,28.4,8,18
L101285,2026-03-15,MEX,-6,AccountantFirm,Referral,11-50,12,Firm Owner,398.56,9,18
L101286,2026-04-07,MEX,-6,SMB,Outbound,2-10,6,Operations,98.17,8,18
L101287,2026-01-25,MEX,-6,SMB,Paid Search,11-50,17,Operations,91.46,8,18
L101288,2026-01-22,CRI,-6,SMB,Paid Search,2-10,8,Operations,63.28,8,18
L101289,2026-04-15,COL,-5,SMB,Organic,2-10,6,Owner,52.99,8,18
L101290,2026-02-03,MEX,-6,SMB,Referral,Solo,1,Operations,41.77,8,18
L101291,2026-06-30,DOM,-4,SMB,Referral,Solo,1,Operations,27.05,8,18
L101292,2026-06-04,PER,-5,SMB,Organic,2-10,4,Finance Lead,51.16,8,18
L101293,2026-05-07,MEX,-6,SMB,Paid Search,2-10,9,Finance Lead,79.46,8,18
L101294,2026-05-13,PER,-5,AccountantFirm,Partner Program,51-200,163,Senior Accountant,744.03,9,18
L101295,2026-04-18,PER,-5,SMB,Paid Search,Solo,1,Operations,32.04,8,18
L101296,2026-01-11,MEX,-6,AccountantFirm,Referral,11-50,36,Firm Owner,392.5,9,18
L101297,2026-03-13,PER,-5,SMB,Organic,2-10,5,Owner,62.3,8,18
L101298,2026-03-31,PER,-5,SMB,Partner Program,Solo,1,Operations,33.08,8,18
L101299,2026-06-15,COL,-5,SMB,Referral,2-10,4,Owner,67.63,8,18
L101300,2026-02-09,DOM,-4,AccountantFirm,Partner Program,11-50,34,Firm Owner,291.43,9,18
L101301,2026-03-31,COL,-5,SMB,Organic,2-10,9,Finance Lead,49.0,8,18
L101302,2026-03-04,DOM,-4,AccountantFirm,Outbound,Solo,1,Partner,68.65,9,18
L101303,2026-01-25,COL,-5,SMB,Marketplace,11-50,44,Owner,175.38,8,18
L101304,2026-01-19,DOM,-4,SMB,Marketplace,11-50,42,Operations,177.56,8,18
L101305,2026-03-08,MEX,-6,SMB,Paid Search,2-10,2,Operations,61.25,8,18
L101306,2026-01-15,MEX,-6,SMB,Organic,Solo,1,Owner,34.41,8,18
L101307,2026-01-13,COL,-5,SMB,Organic,2-10,10,Owner,71.34,8,18
L101308,2026-03-05,DOM,-4,SMB,Paid Search,11-50,20,Owner,187.37,8,18
L101309,2026-02-06,MEX,-6,SMB,Paid Search,2-10,2,Operations,45.81,8,18
L101310,2026-04-11,DOM,-4,SMB,Webinar,2-10,7,Owner,56.14,8,18
L101311,2026-01-04,COL,-5,SMB,Paid Search,2-10,6,Operations,70.3,8,18
L101312,2026-02-24,COL,-5,SMB,Webinar,11-50,15,Owner,110.13,8,18
L101313,2026-03-24,MEX,-6,SMB,Organic,Solo,1,Owner,25.41,8,18
L101314,2026-06-24,PER,-5,SMB,Outbound,2-10,3,Owner,73.37,8,18
L101315,2026-04-25,COL,-5,SMB,Webinar,2-10,3,Owner,74.27,8,18
L101316,2026-06-09,DOM,-4,SMB,Webinar,51-200,116,Operations,357.07,8,18
L101317,2026-03-04,COL,-5,SMB,Outbound,11-50,40,Owner,145.87,8,18
L101318,2026-03-23,DOM,-4,AccountantFirm,Partner Program,2-10,8,Partner,201.35,9,18
L101319,2026-03-18,COL,-5,SMB,Webinar,11-50,12,Finance Lead,201.14,8,18
L101320,2026-06-10,MEX,-6,SMB,Marketplace,2-10,3,Owner,61.22,8,18
L101321,2026-06-23,MEX,-6,AccountantFirm,Referral,11-50,35,Partner,229.02,9,18
L101322,2026-06-24,COL,-5,SMB,Paid Search,2-10,9,Finance Lead,75.06,8,18
L101323,2026-05-17,MEX,-6,SMB,Referral,Solo,1,Owner,34.18,8,18
L101324,2026-04-02,MEX,-6,AccountantFirm,Organic,11-50,12,Partner,389.11,9,18
L101325,2026-04-08,MEX,-6,AccountantFirm,Paid Search,11-50,24,Partner,405.75,9,18
L101326,2026-06-27,PER,-5,SMB,Partner Program,2-10,3,Finance Lead,58.66,8,18
L101327,2026-02-21,MEX,-6,SMB,Organic,Solo,1,Owner,44.19,8,18
L101328,2026-03-04,PER,-5,SMB,Webinar,Solo,1,Operations,33.81,8,18
L101329,2026-06-12,MEX,-6,AccountantFirm,Referral,51-200,123,Senior Accountant,752.18,9,18
L101330,2026-03-11,COL,-5,AccountantFirm,Referral,2-10,5,Firm Owner,150.68,9,18
L101331,2026-02-12,COL,-5,SMB,Marketplace,Solo,1,Operations,43.15,8,18
L101332,2026-04-12,MEX,-6,SMB,Paid Search,2-10,3,Owner,86.6,8,18
L101333,2026-02-28,COL,-5,SMB,Webinar,11-50,49,Operations,204.16,8,18
L101334,2026-06-11,PER,-5,SMB,Webinar,51-200,165,Owner,324.06,8,18
L101335,2026-06-14,DOM,-4,SMB,Paid Search,2-10,6,Operations,47.28,8,18
L101336,2026-02-25,MEX,-6,SMB,Paid Search,11-50,41,Operations,131.8,8,18
L101337,2026-04-06,MEX,-6,SMB,Marketplace,2-10,4,Finance Lead,58.82,8,18
L101338,2026-06-28,MEX,-6,SMB,Webinar,2-10,10,Owner,94.51,8,18
L101339,2026-05-15,DOM,-4,SMB,Paid Search,2-10,5,Owner,61.62,8,18
L101340,2026-02-09,COL,-5,SMB,Marketplace,2-10,5,Owner,91.05,8,18
L101341,2026-04-17,COL,-5,SMB,Paid Search,51-200,136,Owner,510.73,8,18
L101342,2026-04-23,COL,-5,SMB,Organic,2-10,7,Finance Lead,76.5,8,18
L101343,2026-04-29,COL,-5,AccountantFirm,Partner Program,11-50,35,Partner,396.28,9,18
L101344,2026-01-05,DOM,-4,SMB,Organic,Solo,1,Operations,22.29,8,18
L101345,2026-02-24,COL,-5,SMB,Webinar,2-10,9,Owner,93.4,8,18
L101346,2026-06-04,COL,-5,SMB,Outbound,11-50,21,Owner,151.99,8,18
L101347,2026-02-13,PER,-5,SMB,Paid Search,11-50,39,Operations,90.67,8,18
L101348,2026-02-24,PER,-5,SMB,Webinar,51-200,80,Owner,443.18,8,18
L101349,2026-02-28,MEX,-6,SMB,Paid Search,2-10,4,Operations,79.39,8,18
L101350,2026-02-02,MEX,-6,SMB,Outbound,51-200,125,Owner,357.12,8,18
L101351,2026-01-29,CRI,-6,SMB,Marketplace,2-10,6,Owner,95.58,8,18
L101352,2026-03-04,COL,-5,SMB,Referral,Solo,1,Owner,43.35,8,18
L101353,2026-06-08,MEX,-6,SMB,Outbound,11-50,36,Owner,137.05,8,18
L101354,2026-01-01,COL,-5,SMB,Webinar,2-10,3,Operations,84.71,8,18
L101355,2026-02-21,MEX,-6,SMB,Marketplace,Solo,1,Owner,50.46,8,18
L101356,2026-01-11,PER,-5,SMB,Referral,2-10,9,Finance Lead,66.91,8,18
L101357,2026-04-12,CRI,-6,SMB,Referral,11-50,33,Owner,247.8,8,18
L101358,2026-02-15,PER,-5,SMB,Outbound,Solo,1,Owner,31.61,8,18
L101359,2026-05-24,DOM,-4,SMB,Paid Search,2-10,7,Owner,75.22,8,18
L101360,2026-04-16,MEX,-6,SMB,Outbound,2-10,8,Finance Lead,95.58,8,18
L101361,2026-05-22,CRI,-6,AccountantFirm,Referral,Solo,1,Senior Accountant,105.08,9,18
L101362,2026-04-25,DOM,-4,AccountantFirm,Partner Program,2-10,8,Senior Accountant,181.67,9,18
L101363,2026-03-21,MEX,-6,AccountantFirm,Outbound,2-10,5,Partner,158.14,9,18
L101364,2026-06-05,COL,-5,SMB,Paid Search,2-10,6,Owner,85.4,8,18
L101365,2026-03-28,MEX,-6,SMB,Paid Search,11-50,20,Owner,237.1,8,18
L101366,2026-06-21,COL,-5,SMB,Paid Search,2-10,7,Owner,79.87,8,18
L101367,2026-06-30,MEX,-6,SMB,Marketplace,2-10,3,Owner,68.05,8,18
L101368,2026-04-17,COL,-5,SMB,Referral,2-10,7,Owner,78.05,8,18
L101369,2026-05-03,MEX,-6,SMB,Organic,Solo,1,Finance Lead,37.16,8,18
L101370,2026-02-16,COL,-5,SMB,Marketplace,2-10,5,Finance Lead,56.76,8,18
L101371,2026-05-28,COL,-5,SMB,Partner Program,51-200,86,Finance Lead,596.46,8,18
L101372,2026-05-02,MEX,-6,SMB,Paid Search,2-10,6,Operations,94.79,8,18
L101373,2026-06-13,COL,-5,SMB,Paid Search,2-10,10,Finance Lead,62.37,8,18
L101374,2026-02-18,PER,-5,SMB,Webinar,Solo,1,Owner,26.75,8,18
L101375,2026-05-23,MEX,-6,AccountantFirm,Marketplace,2-10,7,Firm Owner,206.85,9,18
L101376,2026-03-27,MEX,-6,SMB,Organic,Solo,1,Finance Lead,36.92,8,18
L101377,2026-02-03,COL,-5,SMB,Outbound,2-10,5,Finance Lead,74.94,8,18
L101378,2026-01-31,CRI,-6,SMB,Paid Search,2-10,6,Owner,61.51,8,18
L101379,2026-04-12,DOM,-4,SMB,Paid Search,51-200,141,Finance Lead,220.09,8,18
L101380,2026-02-27,MEX,-6,SMB,Organic,2-10,3,Owner,70.49,8,18
L101381,2026-01-19,COL,-5,SMB,Webinar,11-50,33,Owner,127.88,8,18
L101382,2026-03-19,DOM,-4,SMB,Marketplace,51-200,56,Owner,267.95,8,18
L101383,2026-04-29,PER,-5,SMB,Paid Search,2-10,9,Owner,47.85,8,18
L101384,2026-02-27,MEX,-6,SMB,Outbound,Solo,1,Owner,43.04,8,18
L101385,2026-06-22,COL,-5,AccountantFirm,Partner Program,Solo,1,Partner,103.02,9,18
L101386,2026-05-22,COL,-5,SMB,Marketplace,11-50,35,Owner,197.33,8,18
L101387,2026-04-03,COL,-5,SMB,Referral,2-10,3,Operations,45.62,8,18
L101388,2026-06-19,DOM,-4,SMB,Marketplace,11-50,29,Operations,81.39,8,18
L101389,2026-03-20,PER,-5,SMB,Webinar,11-50,46,Finance Lead,135.76,8,18
L101390,2026-01-26,PER,-5,SMB,Paid Search,Solo,1,Operations,25.38,8,18
L101391,2026-01-07,CRI,-6,SMB,Paid Search,2-10,10,Operations,79.96,8,18
L101392,2026-06-19,COL,-5,AccountantFirm,Partner Program,2-10,3,Senior Accountant,229.65,9,18
L101393,2026-06-23,PER,-5,SMB,Marketplace,Solo,1,Owner,35.26,8,18
L101394,2026-05-14,COL,-5,SMB,Webinar,2-10,4,Owner,75.41,8,18
L101395,2026-01-19,COL,-5,SMB,Organic,Solo,1,Operations,31.88,8,18
L101396,2026-02-23,DOM,-4,AccountantFirm,Partner Program,11-50,16,Partner,343.6,9,18
L101397,2026-01-08,COL,-5,AccountantFirm,Referral,2-10,5,Firm Owner,215.16,9,18
L101398,2026-01-10,CRI,-6,AccountantFirm,Partner Program,2-10,9,Firm Owner,140.42,9,18
L101399,2026-02-14,PER,-5,SMB,Outbound,2-10,8,Operations,44.87,8,18
L101400,2026-04-14,CRI,-6,SMB,Marketplace,11-50,21,Operations,202.96,8,18
L101401,2026-01-12,CRI,-6,SMB,Paid Search,11-50,24,Owner,196.83,8,18
L101402,2026-06-28,MEX,-6,AccountantFirm,Referral,51-200,142,Firm Owner,893.57,9,18
L101403,2026-03-24,COL,-5,SMB,Outbound,Solo,1,Owner,33.19,8,18
L101404,2026-02-17,CRI,-6,SMB,Partner Program,Solo,1,Operations,38.21,8,18
L101405,2026-04-04,MEX,-6,SMB,Marketplace,51-200,140,Owner,412.49,8,18
L101406,2026-05-24,PER,-5,SMB,Outbound,2-10,6,Owner,83.85,8,18
L101407,2026-02-26,COL,-5,SMB,Outbound,2-10,5,Owner,68.76,8,18
L101408,2026-01-09,COL,-5,SMB,Paid Search,51-200,191,Owner,592.64,8,18
L101409,2026-01-10,MEX,-6,SMB,Organic,2-10,6,Owner,87.38,8,18
L101410,2026-06-04,DOM,-4,AccountantFirm,Organic,51-200,168,Partner,766.8,9,18
L101411,2026-01-21,CRI,-6,SMB,Marketplace,2-10,10,Owner,110.76,8,18
L101412,2026-04-26,PER,-5,AccountantFirm,Referral,11-50,24,Partner,352.15,9,18
L101413,2026-03-11,COL,-5,SMB,Organic,51-200,167,Owner,578.67,8,18
L101414,2026-05-21,MEX,-6,AccountantFirm,Webinar,11-50,43,Firm Owner,455.8,9,18
L101415,2026-01-11,COL,-5,SMB,Paid Search,11-50,19,Owner,123.04,8,18
L101416,2026-06-12,COL,-5,AccountantFirm,Marketplace,2-10,4,Senior Accountant,150.53,9,18
L101417,2026-05-07,MEX,-6,SMB,Marketplace,2-10,3,Finance Lead,74.55,8,18
L101418,2026-03-23,MEX,-6,SMB,Marketplace,2-10,7,Owner,73.21,8,18
L101419,2026-02-07,MEX,-6,SMB,Paid Search,2-10,8,Finance Lead,88.31,8,18
L101420,2026-06-26,MEX,-6,SMB,Paid Search,2-10,8,Finance Lead,44.45,8,18
L101421,2026-02-24,DOM,-4,SMB,Marketplace,2-10,5,Finance Lead,70.57,8,18
L101422,2026-03-30,CRI,-6,SMB,Marketplace,Solo,1,Owner,26.59,8,18
L101423,2026-03-13,COL,-5,AccountantFirm,Partner Program,51-200,156,Partner,857.49,9,18
L101424,2026-02-11,MEX,-6,SMB,Outbound,11-50,12,Owner,238.81,8,18
L101425,2026-03-17,DOM,-4,SMB,Marketplace,2-10,7,Owner,67.49,8,18
L101426,2026-01-28,CRI,-6,SMB,Webinar,Solo,1,Owner,40.62,8,18
L101427,2026-01-01,CRI,-6,AccountantFirm,Outbound,2-10,6,Firm Owner,172.92,9,18
L101428,2026-02-22,COL,-5,AccountantFirm,Webinar,11-50,44,Partner,411.58,9,18
L101429,2026-01-21,MEX,-6,SMB,Outbound,51-200,196,Operations,578.57,8,18
L101430,2026-03-17,PER,-5,AccountantFirm,Organic,51-200,134,Partner,591.17,9,18
L101431,2026-06-06,MEX,-6,SMB,Paid Search,2-10,7,Operations,93.63,8,18
L101432,2026-01-30,MEX,-6,AccountantFirm,Partner Program,2-10,10,Partner,211.51,9,18
L101433,2026-01-01,PER,-5,AccountantFirm,Partner Program,11-50,24,Partner,424.48,9,18
L101434,2026-01-21,COL,-5,SMB,Webinar,Solo,1,Operations,37.72,8,18
L101435,2026-04-02,DOM,-4,SMB,Paid Search,Solo,1,Finance Lead,26.72,8,18
L101436,2026-02-19,PER,-5,SMB,Referral,Solo,1,Owner,29.11,8,18
L101437,2026-03-30,COL,-5,SMB,Organic,11-50,16,Owner,190.37,8,18
L101438,2026-01-06,DOM,-4,AccountantFirm,Webinar,11-50,31,Partner,327.68,9,18
L101439,2026-03-02,MEX,-6,SMB,Paid Search,2-10,5,Operations,60.86,8,18
L101440,2026-03-16,PER,-5,SMB,Paid Search,2-10,7,Operations,75.58,8,18
L101441,2026-03-20,PER,-5,AccountantFirm,Outbound,51-200,168,Partner,323.17,9,18
L101442,2026-04-10,PER,-5,SMB,Outbound,2-10,6,Finance Lead,46.79,8,18
L101443,2026-05-22,COL,-5,SMB,Outbound,51-200,97,Finance Lead,404.17,8,18
L101444,2026-03-26,CRI,-6,SMB,Paid Search,11-50,33,Operations,156.1,8,18
L101445,2026-06-02,PER,-5,SMB,Paid Search,Solo,1,Finance Lead,32.74,8,18
L101446,2026-04-06,DOM,-4,SMB,Marketplace,Solo,1,Operations,36.86,8,18
L101447,2026-02-17,MEX,-6,SMB,Partner Program,Solo,1,Finance Lead,33.43,8,18
L101448,2026-02-11,COL,-5,SMB,Outbound,2-10,5,Finance Lead,98.13,8,18
L101449,2026-02-28,PER,-5,SMB,Marketplace,11-50,18,Owner,235.24,8,18
L101450,2026-04-19,COL,-5,SMB,Outbound,2-10,8,Finance Lead,95.63,8,18
L101451,2026-02-13,COL,-5,SMB,Paid Search,2-10,4,Operations,43.55,8,18
L101452,2026-06-15,PER,-5,SMB,Referral,Solo,1,Owner,47.43,8,18
L101453,2026-03-28,PER,-5,SMB,Marketplace,2-10,6,Finance Lead,83.1,8,18
L101454,2026-06-06,PER,-5,SMB,Paid Search,11-50,47,Finance Lead,175.59,8,18
L101455,2026-05-04,MEX,-6,AccountantFirm,Partner Program,11-50,18,Partner,517.52,9,18
L101456,2026-03-02,COL,-5,SMB,Paid Search,2-10,5,Operations,70.11,8,18
L101457,2026-02-11,MEX,-6,SMB,Outbound,2-10,3,Finance Lead,55.3,8,18
L101458,2026-05-15,COL,-5,AccountantFirm,Partner Program,2-10,5,Partner,153.32,9,18
L101459,2026-03-01,PER,-5,SMB,Paid Search,Solo,1,Owner,24.79,8,18
L101460,2026-02-14,MEX,-6,SMB,Organic,2-10,4,Owner,54.35,8,18
L101461,2026-06-18,MEX,-6,SMB,Webinar,2-10,10,Finance Lead,81.85,8,18
L101462,2026-03-29,COL,-5,SMB,Paid Search,2-10,4,Operations,51.42,8,18
L101463,2026-01-09,MEX,-6,SMB,Paid Search,2-10,7,Finance Lead,63.14,8,18
L101464,2026-03-31,PER,-5,AccountantFirm,Webinar,11-50,16,Firm Owner,184.92,9,18
L101465,2026-03-25,DOM,-4,AccountantFirm,Partner Program,2-10,6,Senior Accountant,152.98,9,18
L101466,2026-06-06,COL,-5,SMB,Paid Search,11-50,44,Owner,130.21,8,18
L101467,2026-05-09,COL,-5,SMB,Referral,2-10,8,Owner,74.73,8,18
L101468,2026-02-04,MEX,-6,SMB,Marketplace,2-10,4,Operations,94.4,8,18
L101469,2026-01-28,COL,-5,SMB,Webinar,2-10,10,Operations,60.84,8,18
L101470,2026-04-20,PER,-5,SMB,Paid Search,Solo,1,Owner,32.63,8,18
L101471,2026-01-09,DOM,-4,SMB,Outbound,2-10,9,Owner,54.87,8,18
L101472,2026-02-27,COL,-5,AccountantFirm,Partner Program,11-50,27,Senior Accountant,485.34,9,18
L101473,2026-01-26,CRI,-6,SMB,Organic,2-10,10,Finance Lead,100.0,8,18
L101474,2026-01-04,MEX,-6,SMB,Outbound,2-10,3,Owner,70.09,8,18
L101475,2026-06-16,COL,-5,SMB,Marketplace,Solo,1,Owner,25.55,8,18
L101476,2026-01-17,MEX,-6,SMB,Marketplace,Solo,1,Owner,44.53,8,18
L101477,2026-01-02,COL,-5,AccountantFirm,Organic,11-50,24,Partner,242.84,9,18
L101478,2026-06-18,MEX,-6,SMB,Paid Search,2-10,10,Owner,84.09,8,18
L101479,2026-02-04,CRI,-6,SMB,Paid Search,11-50,49,Owner,125.97,8,18
L101480,2026-05-28,PER,-5,AccountantFirm,Partner Program,Solo,1,Firm Owner,89.59,9,18
L101481,2026-01-06,MEX,-6,AccountantFirm,Outbound,2-10,9,Firm Owner,211.89,9,18
L101482,2026-01-28,DOM,-4,SMB,Marketplace,Solo,1,Owner,28.22,8,18
L101483,2026-01-21,COL,-5,SMB,Outbound,2-10,3,Owner,68.26,8,18
L101484,2026-05-08,MEX,-6,AccountantFirm,Partner Program,51-200,83,Partner,1134.24,9,18
L101485,2026-04-23,COL,-5,AccountantFirm,Referral,11-50,36,Firm Owner,282.78,9,18
L101486,2026-03-28,MEX,-6,SMB,Organic,2-10,2,Owner,55.94,8,18
L101487,2026-02-13,COL,-5,AccountantFirm,Referral,2-10,10,Senior Accountant,134.05,9,18
L101488,2026-01-17,PER,-5,SMB,Paid Search,Solo,1,Owner,34.03,8,18
L101489,2026-04-14,PER,-5,SMB,Marketplace,11-50,48,Operations,152.6,8,18
L101490,2026-02-11,COL,-5,AccountantFirm,Referral,2-10,9,Senior Accountant,223.38,9,18
L101491,2026-04-17,CRI,-6,SMB,Partner Program,2-10,10,Finance Lead,108.4,8,18
L101492,2026-05-05,COL,-5,SMB,Organic,11-50,20,Owner,188.92,8,18
L101493,2026-06-03,DOM,-4,AccountantFirm,Organic,2-10,9,Partner,169.95,9,18
L101494,2026-03-31,COL,-5,AccountantFirm,Organic,Solo,1,Partner,52.98,9,18
L101495,2026-01-01,COL,-5,AccountantFirm,Partner Program,11-50,21,Senior Accountant,575.33,9,18
L101496,2026-02-20,DOM,-4,SMB,Marketplace,Solo,1,Finance Lead,21.33,8,18
L101497,2026-06-04,MEX,-6,AccountantFirm,Partner Program,51-200,69,Senior Accountant,729.47,9,18
L101498,2026-04-07,MEX,-6,SMB,Outbound,51-200,90,Owner,684.13,8,18
L101499,2026-04-23,MEX,-6,SMB,Marketplace,11-50,41,Finance Lead,274.52,8,18
L101500,2026-03-24,COL,-5,SMB,Marketplace,2-10,10,Owner,64.63,8,18
L101501,2026-01-30,COL,-5,AccountantFirm,Outbound,51-200,142,Senior Accountant,614.96,9,18
L101502,2026-06-12,MEX,-6,AccountantFirm,Webinar,Solo,1,Firm Owner,49.0,9,18
L101503,2026-05-20,DOM,-4,AccountantFirm,Referral,2-10,4,Senior Accountant,156.03,9,18
L101504,2026-06-30,COL,-5,SMB,Marketplace,2-10,7,Operations,80.55,8,18
L101505,2026-06-04,MEX,-6,SMB,Organic,2-10,6,Owner,106.61,8,18
L101506,2026-02-22,DOM,-4,SMB,Paid Search,51-200,128,Operations,363.61,8,18
L101507,2026-02-16,DOM,-4,SMB,Referral,Solo,1,Owner,29.06,8,18
L101508,2026-02-14,CRI,-6,SMB,Paid Search,11-50,24,Owner,223.16,8,18
L101509,2026-06-16,MEX,-6,SMB,Outbound,2-10,3,Owner,73.64,8,18
L101510,2026-04-11,MEX,-6,AccountantFirm,Referral,51-200,105,Firm Owner,336.85,9,18
L101511,2026-03-24,MEX,-6,SMB,Webinar,11-50,46,Operations,153.54,8,18
L101512,2026-06-25,COL,-5,AccountantFirm,Outbound,51-200,112,Partner,763.32,9,18
L101513,2026-04-20,COL,-5,SMB,Partner Program,2-10,2,Finance Lead,76.98,8,18
L101514,2026-06-14,COL,-5,SMB,Marketplace,11-50,24,Owner,219.45,8,18
L101515,2026-06-28,CRI,-6,SMB,Partner Program,11-50,29,Owner,232.52,8,18
L101516,2026-01-15,COL,-5,SMB,Organic,2-10,7,Owner,78.7,8,18
L101517,2026-03-07,DOM,-4,SMB,Paid Search,2-10,7,Operations,40.85,8,18
L101518,2026-05-13,MEX,-6,SMB,Organic,2-10,5,Owner,79.29,8,18
L101519,2026-05-28,MEX,-6,SMB,Marketplace,Solo,1,Finance Lead,68.55,8,18
L101520,2026-01-27,CRI,-6,SMB,Webinar,2-10,3,Operations,77.05,8,18
L101521,2026-02-27,DOM,-4,SMB,Paid Search,Solo,1,Operations,35.27,8,18
L101522,2026-04-10,COL,-5,SMB,Organic,2-10,5,Owner,52.72,8,18
L101523,2026-05-25,CRI,-6,SMB,Organic,2-10,2,Finance Lead,43.0,8,18
L101524,2026-01-21,MEX,-6,SMB,Referral,Solo,1,Owner,40.18,8,18
L101525,2026-04-19,MEX,-6,SMB,Organic,Solo,1,Operations,41.23,8,18
L101526,2026-02-23,DOM,-4,SMB,Paid Search,Solo,1,Operations,27.36,8,18
L101527,2026-02-09,DOM,-4,SMB,Outbound,11-50,31,Owner,184.93,8,18
L101528,2026-04-04,COL,-5,SMB,Marketplace,11-50,28,Owner,248.38,8,18
L101529,2026-03-16,PER,-5,AccountantFirm,Outbound,2-10,5,Partner,110.29,9,18
L101530,2026-04-26,DOM,-4,SMB,Paid Search,2-10,7,Owner,69.24,8,18
L101531,2026-02-27,MEX,-6,SMB,Organic,2-10,8,Owner,105.82,8,18
L101532,2026-05-30,COL,-5,SMB,Marketplace,Solo,1,Owner,35.29,8,18
L101533,2026-01-15,COL,-5,SMB,Paid Search,51-200,90,Operations,344.63,8,18
L101534,2026-06-06,MEX,-6,SMB,Organic,2-10,6,Finance Lead,77.3,8,18
L101535,2026-01-06,DOM,-4,AccountantFirm,Organic,2-10,6,Firm Owner,163.5,9,18
L101536,2026-05-14,MEX,-6,SMB,Marketplace,11-50,31,Owner,247.18,8,18
L101537,2026-03-04,CRI,-6,SMB,Referral,2-10,5,Owner,82.91,8,18
L101538,2026-03-11,COL,-5,SMB,Organic,2-10,3,Operations,80.02,8,18
L101539,2026-01-04,DOM,-4,SMB,Paid Search,Solo,1,Owner,33.76,8,18
L101540,2026-05-08,CRI,-6,SMB,Outbound,11-50,17,Owner,202.21,8,18
L101541,2026-01-30,CRI,-6,SMB,Marketplace,11-50,12,Owner,203.14,8,18
L101542,2026-04-30,CRI,-6,SMB,Referral,11-50,13,Owner,178.24,8,18
L101543,2026-05-12,PER,-5,AccountantFirm,Webinar,Solo,1,Senior Accountant,85.37,9,18
L101544,2026-06-02,COL,-5,SMB,Organic,Solo,1,Owner,35.68,8,18
L101545,2026-05-09,DOM,-4,AccountantFirm,Marketplace,51-200,172,Firm Owner,632.8,9,18
L101546,2026-02-24,PER,-5,SMB,Webinar,2-10,2,Owner,70.49,8,18
L101547,2026-05-14,MEX,-6,AccountantFirm,Marketplace,Solo,1,Firm Owner,131.64,9,18
L101548,2026-05-30,COL,-5,SMB,Paid Search,2-10,9,Owner,75.81,8,18
