activity_id,lead_id,activity_at,activity_type,activity_source,rep_id,duration_minutes
A0090200B,L100902,2026-03-16 03:00:00,email,bot,SDR01,0
A0090201B,L100902,2026-03-16 21:00:00,email,bot,SDR01,0
A0090200H,L100902,2026-03-26 17:00:00,call,human,SDR01,6
A0090300B,L100903,2026-04-28 17:00:00,email,bot,SDR02,0
A0090301B,L100903,2026-04-27 09:00:00,task,bot,SDR02,0
A0090300H,L100903,2026-05-06 14:00:00,call,human,SDR02,7
A0090301H,L100903,2026-04-26 11:00:00,call,human,SDR02,5
A00903X00,L100903,2026-05-13 15:00:00,meeting,human,AE04,19
A00903X01,L100903,2026-04-25 11:00:00,task,human,AE03,14
A0090400B,L100904,2026-06-26 18:00:00,email,system,,0
A0090500H,L100905,2026-03-18 17:00:00,call,human,SDR02,1
A0090501H,L100905,2026-03-25 20:00:00,call,human,SDR02,4
A0090502H,L100905,2026-03-29 16:00:00,call,human,AE03,1
A00905X00,L100905,2026-04-03 14:00:00,meeting,human,AE02,57
A00905X01,L100905,2026-03-16 18:00:00,whatsapp,human,AE04,54
A0090600B,L100906,2026-01-30 21:00:00,whatsapp,system,,0
A0090601B,L100906,2026-01-29 04:00:00,email,system,,0
A0090602B,L100906,2026-01-29 10:00:00,whatsapp,bot,SDR01,0
A0090600H,L100906,2026-02-07 18:00:00,call,human,SDR01,8
A0090601H,L100906,2026-02-01 14:00:00,call,human,SDR01,5
A00906X00,L100906,2026-02-12 14:00:00,meeting,human,AE06,29
A00906X01,L100906,2026-02-07 17:00:00,email,human,AE03,36
A00906X02,L100906,2026-02-07 08:00:00,task,human,AE05,48
A00906X03,L100906,2026-01-28 09:00:00,task,human,AE02,16
A0090700B,L100907,2026-03-17 15:00:00,task,system,,0
A0090700H,L100907,2026-03-21 16:00:00,call,human,SDR01,6
A0090701H,L100907,2026-03-21 21:00:00,call,human,SDR01,7
A00907X00,L100907,2026-03-17 17:00:00,meeting,human,AE05,19
A00907X01,L100907,2026-03-19 09:00:00,task,human,AE06,5
A00907X02,L100907,2026-03-25 19:00:00,email,human,AE04,13
A00907X03,L100907,2026-03-22 09:00:00,task,human,AE06,59
A0090800B,L100908,2026-06-03 07:00:00,task,system,,0
A0090800H,L100908,2026-06-07 16:00:00,call,human,SDR02,9
A0090801H,L100908,2026-06-14 19:00:00,call,human,SDR02,12
A0090802H,L100908,2026-06-07 16:00:00,call,human,AE09,7
A00908X00,L100908,2026-06-13 19:00:00,email,human,AE07,36
A0090900B,L100909,2026-02-09 11:00:00,whatsapp,system,,0
A0090901B,L100909,2026-02-11 08:00:00,task,bot,SDR02,0
A0090902B,L100909,2026-02-10 12:00:00,task,bot,SDR02,0
A0090900H,L100909,2026-02-19 21:00:00,call,human,SDR02,7
A0090901H,L100909,2026-02-16 16:00:00,call,human,SDR02,3
A00909X00,L100909,2026-02-22 10:00:00,whatsapp,human,AE04,54
A00909X01,L100909,2026-02-15 11:00:00,email,human,AE01,17
A00909X02,L100909,2026-02-13 09:00:00,meeting,human,AE01,22
A00909X03,L100909,2026-02-15 10:00:00,note,human,AE05,40
A0091000B,L100910,2026-06-24 21:00:00,task,bot,SDR02,0
A0091001B,L100910,2026-06-23 15:00:00,whatsapp,bot,SDR02,0
A0091100H,L100911,2026-04-22 21:00:00,call,human,SDR01,1
A0091101H,L100911,2026-04-20 20:00:00,call,human,SDR01,1
A0091102H,L100911,2026-04-29 13:00:00,call,human,AE02,1
A00911X00,L100911,2026-05-05 16:00:00,note,human,AE05,16
A00911X01,L100911,2026-05-06 15:00:00,email,human,AE04,37
A00911X02,L100911,2026-04-22 14:00:00,task,human,AE02,22
A00911X03,L100911,2026-05-01 09:00:00,email,human,AE02,49
A0091200B,L100912,2026-04-21 00:00:00,email,bot,SDR02,0
A0091200H,L100912,2026-04-29 16:00:00,call,human,SDR02,5
A0091201H,L100912,2026-04-25 09:00:00,call,human,SDR02,6
A00912X00,L100912,2026-05-08 18:00:00,task,human,AE03,38
A00912X01,L100912,2026-05-04 19:00:00,meeting,human,AE04,59
A00912X02,L100912,2026-04-24 18:00:00,whatsapp,human,AE02,9
A0091300B,L100913,2026-02-27 02:00:00,task,bot,SDR02,0
A0091301B,L100913,2026-02-28 12:00:00,whatsapp,system,,0
A0091302B,L100913,2026-02-27 12:00:00,whatsapp,bot,SDR02,0
A0091300H,L100913,2026-03-07 18:00:00,call,human,SDR02,8
A0091301H,L100913,2026-03-10 08:00:00,call,human,SDR02,10
A0091400H,L100914,2026-06-20 12:00:00,call,human,SDR04,5
A0091401H,L100914,2026-06-17 10:00:00,call,human,SDR04,8
A0091402H,L100914,2026-06-28 17:00:00,call,human,AE02,1
A0091403H,L100914,2026-06-17 16:00:00,call,human,AE04,1
A0091404H,L100914,2026-06-16 12:00:00,call,human,AE04,1
A0091405H,L100914,2026-06-22 12:00:00,call,human,AE02,1
A00914X00,L100914,2026-06-22 19:00:00,meeting,human,AE02,35
A0091500B,L100915,2026-01-07 02:00:00,email,system,,0
A0091501B,L100915,2026-01-10 12:00:00,whatsapp,bot,SDR01,0
A0091502B,L100915,2026-01-08 12:00:00,task,bot,SDR01,0
A0091500H,L100915,2026-01-10 21:00:00,call,human,SDR01,5
A0091501H,L100915,2026-01-17 12:00:00,call,human,SDR01,6
A0091502H,L100915,2026-01-09 21:00:00,call,human,AE09,7
A00915X00,L100915,2026-01-14 19:00:00,note,human,AE08,7
A00915X01,L100915,2026-01-07 16:00:00,note,human,AE09,29
A0091600H,L100916,2026-02-28 11:00:00,call,human,SDR01,6
A0091601H,L100916,2026-02-27 16:00:00,call,human,SDR01,4
A0091602H,L100916,2026-02-25 19:00:00,call,human,AE01,6
A00916X00,L100916,2026-03-05 13:00:00,email,human,AE04,22
A00916X01,L100916,2026-03-10 16:00:00,email,human,AE01,51
A0091700B,L100917,2026-03-17 21:00:00,whatsapp,bot,SDR03,0
A0091701B,L100917,2026-03-17 05:00:00,task,bot,SDR03,0
A0091700H,L100917,2026-03-19 15:00:00,call,human,SDR03,1
A0091701H,L100917,2026-03-17 21:00:00,call,human,SDR03,1
A0091702H,L100917,2026-03-30 16:00:00,call,human,AE03,5
A00917X00,L100917,2026-03-22 10:00:00,email,human,AE04,30
A00917X01,L100917,2026-03-27 08:00:00,note,human,AE04,14
A00917X02,L100917,2026-04-05 19:00:00,email,human,AE03,22
A00918X00,L100918,2026-03-31 17:00:00,email,human,AE01,52
A00918X01,L100918,2026-04-12 14:00:00,email,human,AE04,25
A00918X02,L100918,2026-03-31 19:00:00,whatsapp,human,AE01,17
A0091900B,L100919,2026-03-28 22:00:00,task,bot,SDR02,0
A0092000H,L100920,2026-01-30 09:00:00,call,human,SDR01,1
A0092001H,L100920,2026-01-29 17:00:00,call,human,SDR01,4
A0092002H,L100920,2026-01-28 16:00:00,call,human,AE08,10
A00920X00,L100920,2026-02-05 10:00:00,meeting,human,AE08,60
A00920X01,L100920,2026-02-06 09:00:00,task,human,AE08,21
A00920X02,L100920,2026-02-05 08:00:00,whatsapp,human,AE09,28
A00920X03,L100920,2026-02-12 13:00:00,email,human,AE08,25
A0092100B,L100921,2026-02-13 12:00:00,whatsapp,system,,0
A0092101B,L100921,2026-02-13 04:00:00,whatsapp,bot,SDR02,0
A0092102B,L100921,2026-02-11 01:00:00,email,bot,SDR02,0
A0092100H,L100921,2026-02-21 13:00:00,call,human,SDR02,3
A0092101H,L100921,2026-02-14 15:00:00,call,human,SDR02,3
A0092102H,L100921,2026-02-18 21:00:00,call,human,AE01,7
A0092103H,L100921,2026-02-12 12:00:00,call,human,AE03,1
A0092104H,L100921,2026-02-12 14:00:00,call,human,AE03,2
A00921X00,L100921,2026-02-18 14:00:00,task,human,AE02,8
A00921X01,L100921,2026-02-11 13:00:00,whatsapp,human,AE01,5
A00922X00,L100922,2026-01-23 10:00:00,note,human,AE09,59
A00922X01,L100922,2026-02-03 15:00:00,whatsapp,human,AE08,19
A0092300B,L100923,2026-04-14 20:00:00,whatsapp,system,,0
A0092300H,L100923,2026-04-22 17:00:00,call,human,SDR01,1
A0092301H,L100923,2026-04-19 08:00:00,call,human,SDR01,8
A00923X00,L100923,2026-04-30 15:00:00,meeting,human,AE07,34
A00923X01,L100923,2026-04-23 09:00:00,whatsapp,human,AE09,20
A0092400B,L100924,2026-03-05 04:00:00,email,system,,0
A0092400H,L100924,2026-03-12 21:00:00,call,human,SDR04,9
A0092401H,L100924,2026-03-07 16:00:00,call,human,SDR04,1
A0092402H,L100924,2026-03-07 08:00:00,call,human,AE05,1
A0092403H,L100924,2026-03-05 21:00:00,call,human,AE02,5
A0092404H,L100924,2026-03-17 17:00:00,call,human,AE06,1
A00924X00,L100924,2026-03-06 10:00:00,meeting,human,AE05,12
A00924X01,L100924,2026-03-06 14:00:00,email,human,AE04,46
A00924X02,L100924,2026-03-17 18:00:00,note,human,AE02,54
A00924X03,L100924,2026-03-09 15:00:00,email,human,AE03,36
A0092500B,L100925,2026-04-14 15:00:00,email,bot,SDR02,0
A0092500H,L100925,2026-04-17 13:00:00,call,human,SDR02,6
A0092501H,L100925,2026-04-21 17:00:00,call,human,SDR02,7
A00925X00,L100925,2026-04-24 13:00:00,whatsapp,human,AE01,55
A00925X01,L100925,2026-04-17 14:00:00,email,human,AE01,50
A00925X02,L100925,2026-04-13 13:00:00,task,human,AE01,47
A00925X03,L100925,2026-04-26 11:00:00,note,human,AE02,43
A0092600B,L100926,2026-04-19 14:00:00,email,system,,0
A0092601B,L100926,2026-04-19 22:00:00,email,bot,SDR01,0
A0092600H,L100926,2026-04-17 20:00:00,call,human,SDR01,6
A0092601H,L100926,2026-04-17 19:00:00,call,human,SDR01,9
A0092700B,L100927,2026-05-09 10:00:00,whatsapp,bot,SDR02,0
A0092701B,L100927,2026-05-10 22:00:00,email,bot,SDR02,0
A0092702B,L100927,2026-05-09 06:00:00,whatsapp,bot,SDR02,0
A00927X00,L100927,2026-05-14 11:00:00,whatsapp,human,AE03,40
A00927X01,L100927,2026-05-26 17:00:00,whatsapp,human,AE03,41
A00927X02,L100927,2026-05-08 09:00:00,email,human,AE06,25
A0092800B,L100928,2026-04-11 05:00:00,task,bot,SDR01,0
A0092801B,L100928,2026-04-11 05:00:00,email,bot,SDR01,0
A0092800H,L100928,2026-04-17 18:00:00,call,human,SDR01,7
A0092801H,L100928,2026-04-13 08:00:00,call,human,SDR01,6
A0092802H,L100928,2026-04-16 13:00:00,call,human,AE09,1
A00928X00,L100928,2026-04-14 16:00:00,task,human,AE09,28
A00928X01,L100928,2026-04-11 17:00:00,note,human,AE09,9
A00928X02,L100928,2026-04-25 15:00:00,email,human,AE09,35
A0092900H,L100929,2026-05-02 16:00:00,call,human,SDR03,6
A0092901H,L100929,2026-05-03 21:00:00,call,human,SDR03,1
A0092902H,L100929,2026-05-03 15:00:00,call,human,AE04,3
A00929X00,L100929,2026-05-16 10:00:00,email,human,AE05,29
A00929X01,L100929,2026-05-11 10:00:00,note,human,AE02,55
A0093000B,L100930,2026-04-17 22:00:00,whatsapp,bot,SDR02,0
A0093001B,L100930,2026-04-18 00:00:00,task,bot,SDR02,0
A0093000H,L100930,2026-04-28 13:00:00,call,human,SDR02,1
A0093001H,L100930,2026-04-18 17:00:00,call,human,SDR02,1
A0093002H,L100930,2026-04-19 17:00:00,call,human,AE09,1
A0093003H,L100930,2026-04-27 13:00:00,call,human,AE09,1
A0093004H,L100930,2026-04-23 08:00:00,call,human,AE08,10
A00930X00,L100930,2026-04-27 19:00:00,whatsapp,human,AE09,36
A00930X01,L100930,2026-04-26 14:00:00,email,human,AE08,8
A0093200B,L100932,2026-04-24 20:00:00,whatsapp,system,,0
A0093200H,L100932,2026-05-01 20:00:00,call,human,SDR02,3
A0093201H,L100932,2026-04-23 15:00:00,call,human,SDR02,1
A0093202H,L100932,2026-04-28 16:00:00,call,human,AE01,1
A00932X00,L100932,2026-05-03 19:00:00,task,human,AE03,8
A00932X01,L100932,2026-05-11 18:00:00,whatsapp,human,AE04,11
A00932X02,L100932,2026-05-02 09:00:00,task,human,AE03,16
A00932X03,L100932,2026-05-07 10:00:00,email,human,AE04,19
A0093300B,L100933,2026-02-28 20:00:00,whatsapp,bot,SDR01,0
A0093301B,L100933,2026-03-01 22:00:00,task,bot,SDR01,0
A0093300H,L100933,2026-03-09 09:00:00,call,human,SDR01,1
A0093301H,L100933,2026-03-08 18:00:00,call,human,SDR01,2
A0093302H,L100933,2026-03-10 19:00:00,call,human,AE03,1
A00933X00,L100933,2026-03-03 12:00:00,email,human,AE06,56
A00933X01,L100933,2026-03-10 16:00:00,whatsapp,human,AE02,17
A00933X02,L100933,2026-02-28 10:00:00,meeting,human,AE04,32
A00933X03,L100933,2026-03-18 18:00:00,note,human,AE02,38
A0093400B,L100934,2026-02-16 20:00:00,task,system,,0
A0093400H,L100934,2026-02-26 17:00:00,call,human,SDR01,7
A00934X00,L100934,2026-02-16 13:00:00,task,human,AE04,26
A0093500B,L100935,2026-05-25 17:00:00,task,bot,SDR01,0
A0093501B,L100935,2026-05-23 07:00:00,whatsapp,bot,SDR01,0
A0093500H,L100935,2026-06-05 17:00:00,call,human,SDR01,5
A0093501H,L100935,2026-05-31 10:00:00,call,human,SDR01,8
A00935X00,L100935,2026-05-27 09:00:00,whatsapp,human,AE09,54
A0093600B,L100936,2026-03-06 05:00:00,task,bot,SDR04,0
A0093601B,L100936,2026-03-06 00:00:00,email,system,,0
A0093602B,L100936,2026-03-04 12:00:00,email,system,,0
A0093600H,L100936,2026-03-06 21:00:00,call,human,SDR04,3
A0093601H,L100936,2026-03-12 11:00:00,call,human,SDR04,1
A0093602H,L100936,2026-03-10 19:00:00,call,human,AE02,6
A00936X00,L100936,2026-03-23 08:00:00,task,human,AE05,26
A0093700B,L100937,2026-04-12 04:00:00,whatsapp,bot,SDR02,0
A0093701B,L100937,2026-04-11 10:00:00,email,bot,SDR02,0
A0093702B,L100937,2026-04-10 04:00:00,whatsapp,bot,SDR02,0
A0093700H,L100937,2026-04-14 09:00:00,call,human,SDR02,1
A0093701H,L100937,2026-04-23 10:00:00,call,human,SDR02,3
A0093702H,L100937,2026-04-18 19:00:00,call,human,AE09,10
A00937X00,L100937,2026-04-13 16:00:00,note,human,AE07,41
A0093800B,L100938,2026-02-06 01:00:00,whatsapp,bot,SDR02,0
A0093800H,L100938,2026-02-17 19:00:00,call,human,SDR02,6
A0093801H,L100938,2026-02-15 10:00:00,call,human,SDR02,8
A0093802H,L100938,2026-02-11 18:00:00,call,human,AE07,4
A0093803H,L100938,2026-02-07 14:00:00,call,human,AE07,8
A0093804H,L100938,2026-02-18 16:00:00,call,human,AE09,7
A00938X00,L100938,2026-02-06 12:00:00,meeting,human,AE08,29
A00938X01,L100938,2026-02-15 16:00:00,email,human,AE09,53
A0093900B,L100939,2026-03-20 08:00:00,email,system,,0
A0093900H,L100939,2026-04-02 16:00:00,call,human,SDR02,6
A0093901H,L100939,2026-03-30 18:00:00,call,human,SDR02,1
A0093902H,L100939,2026-03-20 21:00:00,call,human,AE09,11
A0093903H,L100939,2026-03-21 16:00:00,call,human,AE07,6
A0094000B,L100940,2026-04-09 05:00:00,email,system,,0
A0094100H,L100941,2026-04-27 09:00:00,call,human,SDR01,1
A0094101H,L100941,2026-04-28 09:00:00,call,human,SDR01,1
A0094102H,L100941,2026-05-07 16:00:00,call,human,AE09,6
A00941X00,L100941,2026-05-02 11:00:00,meeting,human,AE07,15
A0094200B,L100942,2026-04-08 19:00:00,whatsapp,system,,0
A0094200H,L100942,2026-04-07 09:00:00,call,human,SDR01,6
A0094201H,L100942,2026-04-11 19:00:00,call,human,SDR01,7
A00942X00,L100942,2026-04-19 19:00:00,whatsapp,human,AE03,11
A0094300H,L100943,2026-03-11 13:00:00,call,human,SDR02,1
A0094301H,L100943,2026-03-15 19:00:00,call,human,SDR02,1
A0094302H,L100943,2026-03-09 13:00:00,call,human,AE07,9
A0094303H,L100943,2026-03-12 11:00:00,call,human,AE07,1
A0094304H,L100943,2026-03-10 19:00:00,call,human,AE08,6
A00943X00,L100943,2026-03-22 19:00:00,note,human,AE07,37
A0094400B,L100944,2026-06-26 13:00:00,whatsapp,bot,SDR02,0
A0094400H,L100944,2026-06-29 17:00:00,call,human,SDR02,5
A0094401H,L100944,2026-06-27 18:00:00,call,human,SDR02,11
A0094402H,L100944,2026-06-29 08:00:00,call,human,AE02,3
A0094403H,L100944,2026-06-28 08:00:00,call,human,AE05,9
A00944X00,L100944,2026-07-05 19:00:00,task,human,AE06,59
A00944X01,L100944,2026-07-06 16:00:00,note,human,AE03,49
A00944X02,L100944,2026-06-28 08:00:00,email,human,AE01,37
A0094500B,L100945,2026-04-05 01:00:00,whatsapp,bot,SDR01,0
A0094500H,L100945,2026-04-05 17:00:00,call,human,SDR01,1
A0094501H,L100945,2026-04-06 10:00:00,call,human,SDR01,5
A0094600B,L100946,2026-05-30 04:00:00,whatsapp,system,,0
A0094601B,L100946,2026-05-30 04:00:00,whatsapp,bot,SDR02,0
A0094602B,L100946,2026-05-28 00:00:00,email,bot,SDR02,0
A0094600H,L100946,2026-06-06 14:00:00,call,human,SDR02,5
A0094601H,L100946,2026-06-01 18:00:00,call,human,SDR02,5
A0094602H,L100946,2026-06-09 08:00:00,call,human,AE06,5
A0094603H,L100946,2026-06-09 17:00:00,call,human,AE01,5
A00946X00,L100946,2026-06-13 15:00:00,task,human,AE03,46
A00946X01,L100946,2026-06-01 08:00:00,task,human,AE03,43
A00946X02,L100946,2026-06-02 08:00:00,email,human,AE02,58
A0094700B,L100947,2026-05-16 03:00:00,whatsapp,system,,0
A0094700H,L100947,2026-05-17 21:00:00,call,human,SDR02,7
A0094701H,L100947,2026-05-15 10:00:00,call,human,SDR02,1
A00947X00,L100947,2026-05-19 13:00:00,email,human,AE03,24
A00947X01,L100947,2026-05-31 16:00:00,meeting,human,AE05,43
A0094800B,L100948,2026-04-14 00:00:00,task,system,,0
A0094800H,L100948,2026-04-16 21:00:00,call,human,SDR01,7
A0094900B,L100949,2026-06-11 11:00:00,task,system,,0
A0094900H,L100949,2026-06-16 12:00:00,call,human,SDR01,1
A0094901H,L100949,2026-06-19 18:00:00,call,human,SDR01,9
A00949X00,L100949,2026-06-20 17:00:00,email,human,AE07,13
A00949X01,L100949,2026-06-26 10:00:00,email,human,AE07,12
A00949X02,L100949,2026-06-13 19:00:00,meeting,human,AE07,41
A0095000B,L100950,2026-01-25 17:00:00,whatsapp,bot,SDR01,0
A0095001B,L100950,2026-01-27 05:00:00,whatsapp,bot,SDR01,0
A0095002B,L100950,2026-01-25 02:00:00,email,bot,SDR01,0
A0095000H,L100950,2026-01-29 15:00:00,call,human,SDR01,2
A0095001H,L100950,2026-02-02 12:00:00,call,human,SDR01,1
A0095002H,L100950,2026-02-04 20:00:00,call,human,AE06,1
A00950X00,L100950,2026-01-27 12:00:00,whatsapp,human,AE06,36
A00950X01,L100950,2026-01-26 15:00:00,email,human,AE06,38
A0095100B,L100951,2026-06-17 02:00:00,whatsapp,bot,SDR02,0
A0095101B,L100951,2026-06-17 20:00:00,email,bot,SDR02,0
A0095102B,L100951,2026-06-16 05:00:00,task,system,,0
A0095100H,L100951,2026-06-28 15:00:00,call,human,SDR02,10
A0095101H,L100951,2026-06-22 09:00:00,call,human,SDR02,6
A0095102H,L100951,2026-06-16 19:00:00,call,human,AE09,8
A0095103H,L100951,2026-06-23 19:00:00,call,human,AE09,5
A0095104H,L100951,2026-06-26 11:00:00,call,human,AE07,5
A0095105H,L100951,2026-06-29 19:00:00,call,human,AE09,7
A00951X00,L100951,2026-06-23 11:00:00,meeting,human,AE08,20
A00951X01,L100951,2026-06-28 12:00:00,task,human,AE08,7
A00951X02,L100951,2026-06-21 15:00:00,whatsapp,human,AE09,22
A00951X03,L100951,2026-06-18 08:00:00,whatsapp,human,AE07,8
A0095200H,L100952,2026-06-11 19:00:00,call,human,SDR01,1
A0095300B,L100953,2026-04-03 00:00:00,email,system,,0
A0095301B,L100953,2026-04-03 08:00:00,task,bot,SDR02,0
A0095300H,L100953,2026-04-06 08:00:00,call,human,SDR02,1
A0095301H,L100953,2026-04-10 20:00:00,call,human,SDR02,1
A0095302H,L100953,2026-04-05 20:00:00,call,human,AE07,6
A0095303H,L100953,2026-04-03 15:00:00,call,human,AE07,1
A00953X00,L100953,2026-04-08 08:00:00,email,human,AE07,35
A00953X01,L100953,2026-04-18 08:00:00,email,human,AE07,11
A00953X02,L100953,2026-04-03 10:00:00,whatsapp,human,AE07,41
A0095400H,L100954,2026-05-13 17:00:00,call,human,SDR01,8
A00954X00,L100954,2026-06-01 16:00:00,email,human,AE08,35
A00954X01,L100954,2026-05-20 13:00:00,email,human,AE08,13
A0095500B,L100955,2026-04-05 05:00:00,email,bot,SDR02,0
A00955X00,L100955,2026-04-11 15:00:00,note,human,AE06,49
A0095600H,L100956,2026-02-27 16:00:00,call,human,SDR02,8
A0095601H,L100956,2026-02-24 11:00:00,call,human,SDR02,7
A0095602H,L100956,2026-02-26 20:00:00,call,human,AE07,11
A0095603H,L100956,2026-03-01 09:00:00,call,human,AE08,8
A0095700B,L100957,2026-05-28 13:00:00,email,bot,SDR02,0
A0095701B,L100957,2026-05-25 21:00:00,task,bot,SDR02,0
A0095702B,L100957,2026-05-26 04:00:00,task,bot,SDR02,0
A0095700H,L100957,2026-06-07 15:00:00,call,human,SDR02,7
A0095701H,L100957,2026-06-01 19:00:00,call,human,SDR02,7
A0095702H,L100957,2026-06-05 17:00:00,call,human,AE08,7
A00957X00,L100957,2026-06-09 18:00:00,email,human,AE08,15
A00957X01,L100957,2026-06-08 16:00:00,whatsapp,human,AE07,51
A0095800B,L100958,2026-02-17 17:00:00,email,system,,0
A0095800H,L100958,2026-02-26 17:00:00,call,human,SDR01,1
A0095801H,L100958,2026-02-19 12:00:00,call,human,SDR01,1
A0095802H,L100958,2026-02-21 17:00:00,call,human,AE08,9
A0095803H,L100958,2026-02-20 17:00:00,call,human,AE08,11
A0095804H,L100958,2026-02-27 19:00:00,call,human,AE09,6
A0095900B,L100959,2026-02-28 15:00:00,whatsapp,system,,0
A00959X00,L100959,2026-02-28 14:00:00,note,human,AE06,27
A0096000B,L100960,2026-04-05 18:00:00,task,bot,SDR02,0
A0096000H,L100960,2026-04-04 16:00:00,call,human,SDR02,6
A0096001H,L100960,2026-04-07 08:00:00,call,human,SDR02,1
A0096002H,L100960,2026-04-14 09:00:00,call,human,AE02,7
A00960X00,L100960,2026-04-22 14:00:00,whatsapp,human,AE05,5
A00960X01,L100960,2026-04-15 12:00:00,task,human,AE01,60
A00960X02,L100960,2026-04-12 09:00:00,email,human,AE01,36
A0096100B,L100961,2026-06-04 08:00:00,task,bot,SDR04,0
A0096100H,L100961,2026-06-12 21:00:00,call,human,SDR04,1
A0096101H,L100961,2026-06-13 13:00:00,call,human,SDR04,1
A0096102H,L100961,2026-06-14 12:00:00,call,human,AE09,8
A0096103H,L100961,2026-06-03 16:00:00,call,human,AE08,8
A00961X00,L100961,2026-06-05 15:00:00,task,human,AE09,20
A00961X01,L100961,2026-06-04 16:00:00,email,human,AE08,40
A00961X02,L100961,2026-06-11 16:00:00,whatsapp,human,AE08,53
A00961X03,L100961,2026-06-08 12:00:00,note,human,AE07,37
A0096200H,L100962,2026-03-15 17:00:00,call,human,SDR04,1
A0096201H,L100962,2026-03-24 09:00:00,call,human,SDR04,1
A0096202H,L100962,2026-03-19 19:00:00,call,human,AE01,4
A00962X00,L100962,2026-03-27 11:00:00,whatsapp,human,AE06,47
A00962X01,L100962,2026-03-20 08:00:00,task,human,AE05,14
A00962X02,L100962,2026-03-25 16:00:00,note,human,AE03,19
A00962X03,L100962,2026-03-13 09:00:00,email,human,AE02,15
A0096300B,L100963,2026-04-02 23:00:00,task,bot,SDR02,0
A0096301B,L100963,2026-04-01 03:00:00,whatsapp,bot,SDR02,0
A0096300H,L100963,2026-04-06 19:00:00,call,human,SDR02,7
A00963X00,L100963,2026-04-06 10:00:00,meeting,human,AE09,41
A00963X01,L100963,2026-04-12 11:00:00,email,human,AE09,17
A00963X02,L100963,2026-04-10 10:00:00,email,human,AE09,47
A00963X03,L100963,2026-04-02 08:00:00,meeting,human,AE08,9
A0096400H,L100964,2026-01-20 13:00:00,call,human,SDR02,7
A0096401H,L100964,2026-01-20 12:00:00,call,human,SDR02,1
A00964X00,L100964,2026-01-13 13:00:00,email,human,AE05,6
A00964X01,L100964,2026-01-24 11:00:00,email,human,AE01,30
A00964X02,L100964,2026-01-23 16:00:00,whatsapp,human,AE01,25
A00964X03,L100964,2026-01-10 10:00:00,email,human,AE02,59
A0096500B,L100965,2026-01-21 23:00:00,whatsapp,system,,0
A0096501B,L100965,2026-01-21 09:00:00,whatsapp,system,,0
A0096502B,L100965,2026-01-22 16:00:00,task,bot,SDR02,0
A0096500H,L100965,2026-01-31 10:00:00,call,human,SDR02,1
A00965X00,L100965,2026-01-27 08:00:00,whatsapp,human,AE08,48
A00965X01,L100965,2026-02-05 13:00:00,email,human,AE09,51
A00965X02,L100965,2026-01-24 17:00:00,task,human,AE09,60
A00965X03,L100965,2026-01-23 17:00:00,task,human,AE07,8
A0096600H,L100966,2026-01-22 18:00:00,call,human,SDR01,1
A0096601H,L100966,2026-01-15 08:00:00,call,human,SDR01,1
A00966X00,L100966,2026-01-17 15:00:00,whatsapp,human,AE02,44
A00966X01,L100966,2026-01-28 19:00:00,task,human,AE04,50
A00966X02,L100966,2026-01-25 15:00:00,email,human,AE04,44
A00966X03,L100966,2026-01-22 14:00:00,task,human,AE05,31
A0096700B,L100967,2026-01-17 19:00:00,whatsapp,system,,0
